variant,outer_iteration,epoch,recomputed_bellman_residual_rmse,residual_target_blake2b_128,uses_current_network_recomputation
full_aamas_frozen,0,0,5.4023676965657375,fe6a352bc51ff7abad9b05e0b46db4e2,True
full_aamas_frozen,1,5,5.6068929614031235,40ee73794084eada6b53bc9798b04bd5,True
full_aamas_frozen,2,10,5.714442950925869,7d83de729604eac77efcfaa89ddcdcae,True
full_aamas_frozen,3,15,5.829151868269944,bce88ca4bc7831482ac89462a406e7fc,True
full_aamas_frozen,4,20,5.951348182103083,6b41baa87481e6cde724d720ceb427c5,True
full_aamas_frozen,5,25,6.0851462131435365,e69774584e681b9a3c30039ceeae2970,True
full_aamas_frozen,6,30,6.230387511905381,99adb6b5d2a3474a1b301133f5f5fd31,True
full_aamas_frozen,7,35,6.364897804132715,974b90eb279385140f68c97815fe8ea0,True
full_aamas_frozen,8,40,6.506670640502469,aed66e2ea96e5c59738c4c13c3d0ce6a,True
full_aamas_frozen,9,45,6.665448612714932,9a5f34602c8261e2e378c4a2976d81b6,True
full_aamas_frozen,10,50,6.8588600344359465,b3ce1928232a878c871ca99aa76818bd,True
full_aamas_frozen,11,55,7.108113002358176,82ba3536f0ff257ca4d7d8885f069332,True
full_aamas_frozen,12,60,7.418504889387555,5bf4857f101a9771c7cbaa16a0340157,True
full_aamas_frozen,13,65,7.809686314519236,e5a3ffc71ca1025fabab5ff31060e0d6,True
full_aamas_frozen,14,70,8.261879880965818,c2e12d7b6d88f94261415df99be9fb0c,True
full_aamas_frozen,15,75,8.800876469269745,b5dc9fae63ef17819d424acbf4c45579,True
full_aamas_frozen,16,80,9.449962735585924,11a8e10844af2e8fa543beaa2f936608,True
full_aamas_frozen,17,85,10.180084144556245,5eb74982168da812a58aecc14d41e588,True
full_aamas_frozen,18,90,11.109317712016848,0d801303ca36c2d13ec4bc4da2996681,True
full_aamas_frozen,19,95,12.245203189746553,6b47a271c44d15e7bc8f0263f0417652,True
full_aamas_frozen,20,100,13.637329130345998,e7f4c86cd3bb1f5224d3c5aded9ffa91,True
full_aamas_frozen,21,105,15.099859634110283,a6634cff6f9f615c5b505460cf30ca91,True
full_aamas_frozen,22,110,16.81296727840309,c57601016ec0897b18e6792e847a4a63,True
full_aamas_frozen,23,115,18.7651005495086,fb24d7ecf858a68031bf2377c1114673,True
full_aamas_frozen,24,120,20.806157604807993,642d2a0580dcb1404e89d45f9f879488,True
full_aamas_frozen,25,125,23.127373463884837,ea2cbdbe156e15da1c5077e2d2b2ee37,True
full_aamas_frozen,26,130,25.543284903461515,02f070c4158627cd8c6c1e89f4736873,True
full_aamas_frozen,27,135,28.167687861710753,627ede2c65be02c28d3d3f1960c2aad2,True
full_aamas_frozen,28,140,31.084088156289397,1f57f4d370dd78f6e593a60d20039b3f,True
full_aamas_frozen,29,145,34.12951810812397,8a9bce7188cbf3e7b1f3129099e26ff9,True
full_aamas_frozen,30,150,37.31829078119789,61390265745514adef912a2605623ce3,True
full_aamas_frozen,31,155,41.01717065152057,5d4413dc04141fa005e165446b653cf8,True
full_aamas_frozen,32,160,44.97341013080941,2afd7ff5194d6e3cdeb09e83007bd6ce,True
full_aamas_frozen,33,165,49.67543137392236,2c2b79078b9c97e82ac589cafaefc9e8,True
full_aamas_frozen,34,170,54.6101063916438,5d91a644b41311affa990fb84fcb8cb8,True
full_aamas_frozen,35,175,59.94356110292671,03ed4b9854e585c08d818f805139b856,True
full_aamas_frozen,36,180,65.83237995777317,f6593bb699da5c52c3325ab23c5e5be9,True
full_aamas_frozen,37,185,71.9737621541161,d1fddae98a4290de12bf4fc3f3320242,True
full_aamas_frozen,38,190,79.17045636770793,54488ab1fdb832bb9bbb6e4a5a906198,True
full_aamas_frozen,39,195,87.02377861276655,ba7f750798e1e0477d7add9ff9ca7993,True
full_aamas_frozen,40,200,95.82311477526024,7a2866e4f6162297c0987267b3294462,True
